"","NMDS1","NMDS2"
"2001-06-04",0.372916030822078,-0.0213064157202266
"2001-06-13",0.586839823170098,-0.0116289911131719
"2001-06-16",0.49548407859844,0.154226570282396
"2001-06-26",0.339861665002872,-0.0178027575492675
"2001-07-01",0.450211101740259,-0.0637313871585418
"2001-07-06",0.478413750561231,-0.115712019582747
"2001-07-18",0.345083070280354,-0.0265669402740465
"2001-07-30",0.557623183479696,-0.16071052821464
"2001-08-05",0.501395298681599,-0.194119350274666
"2001-08-09",0.463324209013071,-0.234662198421677
"2001-08-24",0.406495871058597,-0.0365185055682637
"2001-09-05",0.46537551000368,0.0152651990433539
"2001-09-18",0.37214156641696,-0.055839906100619
"2001-09-25",0.312678985521392,0.139566565559934
"2001-09-28",0.392486579299398,0.114670169143998
"2001-10-02",0.332127486577808,0.125823465021158
"2001-10-29",0.371418262964553,0.0859184738277847
"2001-11-07",0.309047211087326,0.00313239903407405
"2001-11-27",-0.252399875830532,0.0310189139710801
"2002-01-14",-0.444473758419783,0.00413299116232365
"2002-01-29",-0.466777320509723,0.176407803231693
"2002-02-19",-0.484111022008956,0.130370242983306
"2002-03-04",-0.384816676308601,0.297218653484647
"2002-03-20",-0.0846458740411402,0.244626457272085
"2002-03-27",-0.341478734481079,0.207521591602003
"2002-04-04",-0.0825020160599158,0.0585454815755697
"2002-04-18",0.0160549816950204,0.434886559177171
"2002-04-30",0.0542376691275332,0.120254696474227
"2002-05-09",0.239062196019937,-0.202503992132765
"2002-05-20",0.522145669471901,-0.113439914732225
"2002-05-29",0.641714203821708,-0.0628923655388816
"2002-06-04",0.679584784974241,0.0180246035043084
"2002-06-05",0.598239776642722,-0.0803003575839067
"2002-06-06",0.601010918383365,0.0443630788194286
"2002-06-07",0.534852567566391,-0.0371733792710001
"2002-06-08",0.50817838696766,-0.00263263760341973
"2002-06-17",0.447959178019414,-0.0321481610737897
"2002-06-21",0.607083852807581,-0.096572548755364
"2002-07-03",0.43411666779389,-0.0773937281162175
"2002-07-09",0.58193471764201,-0.0346519288223743
"2002-07-23",0.571512095383763,0.0978385761027908
"2002-07-31",0.452349356980954,-0.0451714990823224
"2002-08-09",0.53537521851092,-0.134622537488498
"2002-08-18",0.490914280580907,-0.0414611981309875
"2002-08-30",0.495697789080451,0.0220730471727636
"2002-09-27",0.338475293810091,-0.0923139425781252
"2002-10-03",0.250413772309506,-0.0836532623159547
"2002-10-15",0.331888623311068,0.0436207369896479
"2002-11-01",0.442893490728908,-0.126841903337292
"2002-11-15",-0.600857350267549,0.0911491865871215
"2002-12-04",-0.513842657830587,0.119024055687955
"2003-01-09",-0.638745417774415,-0.0805341614865522
"2003-02-06",-0.593194888491482,0.0966381541132995
"2003-02-14",-0.679706725656358,0.197480588377328
"2003-02-25",-0.301463363469747,0.377914781000982
"2003-03-24",-0.346273893455,-0.049427383560392
"2003-04-01",-0.291886351437373,-0.00786905284648943
"2003-04-16",-0.211915502828041,-0.0321883327917004
"2003-04-30",-0.298921927216122,-0.0636508930368262
"2003-05-06",-0.323513965668543,-0.118903803021254
"2003-05-21",-0.162458316466255,0.217528766404262
"2003-06-05",0.218931580869856,-0.242611740928735
"2003-06-25",0.162975161538329,-0.165368846077807
"2003-07-02",0.095446447083603,-0.0986691963546596
"2003-07-17",0.277079402641279,-0.201271723742827
"2003-07-24",0.255812881272329,-0.3675846224213
"2003-08-05",0.244602425735645,-0.0676563396017862
"2003-08-20",0.387711530742434,-0.197556362157801
"2003-08-23",0.412983380489227,0.00976308476727682
"2003-09-04",0.32170836015594,0.154560134520923
"2003-09-17",0.266135470244881,-0.162705630651647
"2003-09-26",0.0718894151029386,-0.253291631665135
"2003-10-03",0.0565402488236437,-0.137518640058707
"2003-10-23",-0.375332431273288,-0.078693820257975
"2003-11-03",-0.179515132184459,-0.196641186150171
"2004-01-15",-0.723581947977762,0.0748215431799793
"2004-01-21",-0.944238797193876,0.116167755315408
"2004-02-04",-0.66096022079252,0.0583259273301101
"2004-03-02",-0.669006536356646,-0.00629536907135002
"2004-03-16",-0.265993619534723,-0.127627399062492
"2004-03-31",-0.313744392858736,-0.19936137817852
"2004-04-28",-0.23180067715894,-0.0642280833936004
"2004-05-10",-0.171646568637467,-0.0633940538907147
"2004-05-11",0.00183191066403512,-0.118918197853977
"2004-05-13",-0.17600814288882,-0.181487499337366
"2004-05-25",0.251912290336116,0.0698312960335822
"2004-06-07",0.118135998735556,-0.15128359228595
"2004-06-21",0.202487707129139,-0.137611918161544
"2004-06-26",0.267337271288606,-0.240866039593385
"2004-06-29",0.178491624073709,-0.112944345812823
"2004-07-06",0.178576620450675,-0.16101771703744
"2004-07-19",0.176119311570528,-0.192183918404406
"2004-07-28",0.262912611947161,-0.0681528885176499
"2004-08-02",0.232211007041167,-0.207209466866115
"2004-08-08",0.264219282900437,-0.247490819523162
"2004-08-17",0.236278847337309,-0.325057659363524
"2004-08-30",0.229867113707727,-0.265174181609082
"2004-09-02",0.19480175834447,-0.283171001928413
"2004-09-03",0.20190065339911,-0.229724157304744
"2004-09-16",0.175854562682086,-0.262033023737193
"2004-09-29",-0.0273782475009249,-0.233714353592116
"2004-10-14",0.0928331894055608,-0.51880590659678
"2004-10-28",-0.364312550462064,-0.0707000389236505
"2004-11-07",-0.44097850776359,-0.0717119511065303
"2004-11-22",-0.258839315242214,-0.295940315810867
"2004-12-20",-0.65260657868785,0.176299398591653
"2005-01-25",-0.660482485599656,0.0237938550063387
"2005-02-02",-0.728011195833502,0.089071749495758
"2005-02-23",-0.425959545394316,-0.0892905828848229
"2005-03-18",-0.293945951202139,-0.323368674934069
"2005-04-14",-0.597630839379736,-0.0144694792947424
"2005-04-27",-0.418436629093039,-0.0950155831531228
"2005-05-11",-0.43524062811267,-0.278698018162329
"2005-05-28",-0.467719635359317,-0.327686619442451
"2005-06-07",-0.557896335560958,-0.0847428545315454
"2005-06-18",-0.240623400839458,-0.414058699667086
"2005-06-22",-0.407935929610641,-0.643398749170976
"2005-07-06",-0.277580773306845,-0.297682177674012
"2005-07-28",-0.149858384878572,-0.11268511351074
"2005-08-02",-0.0568062062400191,-0.048137233030034
"2005-08-18",-0.0821004154904109,-0.177739620023126
"2005-08-26",0.145340122997909,-0.21141742240432
"2005-08-29",0.0131376693863353,-0.127971149806331
"2005-09-14",0.120941333941076,-0.213785621674805
"2005-09-21",0.064540690704224,-0.209178175195575
"2005-09-28",0.0240955768693131,-0.370209230249106
"2005-10-21",-0.146935273868625,0.0564950344008546
"2005-11-15",-0.306625822905517,-0.0670488855236704
"2005-12-05",-0.0772181671940478,-0.12473180105064
"2006-02-15",-0.472178025454047,0.0418233061326933
"2006-03-28",-0.485190675206013,0.20190230264602
"2006-04-05",-0.352348328003077,0.327156794330078
"2006-04-18",-0.328533882608011,0.210878746760865
"2006-04-26",-0.409042392640946,-0.137501436258026
"2006-05-03",-0.340024458694826,-0.559424981828247
"2006-05-10",-0.269123136411823,-0.190112174198939
"2006-05-15",-0.092637021653887,0.370046001384257
"2006-05-30",0.0870500449346702,0.00830887939100049
"2006-06-07",0.0806764740559751,-0.220820144772074
"2006-06-13",0.165379524983995,-0.0640078681238793
"2006-06-15",0.00350754152185126,-0.0289012260946736
"2006-06-28",0.119998245234985,-0.0969397192497291
"2006-06-29",0.138804899111115,-0.0564010153535841
"2006-07-06",0.103590834613491,0.0246356214423368
"2006-07-13",0.229770295925724,-0.0106299599868898
"2006-08-01",0.231170330831576,0.0750202205241378
"2006-08-10",0.212289880393546,0.0118174441785896
"2006-08-23",0.20754174738644,-0.0527828929644102
"2006-08-29",0.165296793030706,-0.0393713285915635
"2006-09-13",0.0582396142056682,-0.115503549395822
"2006-09-18",0.0979957269242622,-0.0311026072764495
"2006-09-26",0.247824363443575,-0.0653282008859333
"2006-09-28",0.029722992606112,-0.00767942044803441
"2006-10-12",0.257750590281075,0.315982511520506
"2006-10-31",0.127125324263085,0.0795439075805779
"2006-11-29",-0.622983245878626,0.0475483885832544
"2006-12-05",-0.524811150005056,0.0945765769109677
"2007-01-12",-0.578870260331166,0.0253799229355042
"2007-01-24",-0.424796923439429,0.192148260709441
"2007-02-13",-0.165823557595217,-0.0295011289988523
"2007-03-05",-0.554739678651236,0.326157146230005
"2007-03-14",-0.421337071701007,0.402792986344285
"2007-03-22",-0.119615856369667,0.73813993399614
"2007-03-30",0.19501367032703,0.333760060698845
"2007-04-19",-0.0750642153763832,0.510520326683362
"2007-05-04",0.180648198793682,0.321248804210563
"2007-05-15",0.473288412023987,0.0582656416805832
"2007-05-30",0.379828499464327,0.177457806676368
"2007-06-12",0.383571561606494,-0.184057538453116
"2007-06-27",0.543823889765687,-0.0563238122674127
"2007-06-28",0.510088730496306,-0.0314233950960724
"2007-06-30",0.410219312102743,-0.0603320165524704
"2007-07-03",0.502150916710364,-0.101371150762921
"2007-07-14",0.368042488522391,-0.0366544657217265
"2007-07-28",0.385059794037866,-0.158436326914285
"2007-08-07",0.30273426584466,-0.099890341322213
"2007-08-15",0.435651764740832,-0.152269515095347
"2007-08-30",0.242154312745191,-0.105229035709103
"2007-09-12",0.279018657077187,-0.123607146366729
"2007-09-24",0.256699639115341,-0.249895565712302
"2007-10-12",0.310473191065409,-0.237151151857001
"2007-10-23",-0.432803768340535,0.26769368832464
"2007-11-07",-0.123778811961706,-0.304744772919872
"2007-11-20",0.123622608321073,0.398454726174716
"2007-12-10",0.1495863261722,0.354939016821484
"2008-02-12",-0.173028891616874,0.278592563006634
"2008-02-17",-0.0662145275668297,0.472588476999621
"2008-03-04",0.119445116053633,0.312974600794762
"2008-03-18",0.39117916415447,0.144706243057799
"2008-03-21",0.096936502048912,0.346753352226842
"2008-03-31",0.558009942416953,0.109105217013378
"2008-04-12",0.302531808977486,0.0957426211850729
"2008-04-22",0.387549379129516,0.0947695565014976
"2008-05-01",0.521200470406928,0.347309154125618
"2008-05-09",0.592153156788403,0.199697005885115
"2008-05-21",0.299003967294247,0.0254454774926235
"2008-05-27",0.518899117320674,-0.0981158780584394
"2008-06-11",0.527079798915915,-0.0472336490881554
"2008-06-24",0.636102656452599,-0.0775957619233262
"2008-06-29",0.58096997883932,-0.135866195798699
"2008-07-01",0.507955837252361,-0.0939301247592948
"2008-07-12",0.514899204982331,-0.131060587199264
"2008-07-18",0.489629708123545,-0.0303584789710122
"2008-07-28",0.528302655484426,-0.199988791769903
"2008-08-05",0.539488056434851,-0.167814672701521
"2008-08-12",0.589484302893785,0.00502022827333419
"2008-08-22",0.449084658083299,0.0487330986215823
"2008-09-08",0.338566757661981,0.0194217243462722
"2008-09-16",0.36182119794302,-0.0319776448099189
"2008-09-23",0.360487314032989,-0.063010640442832
"2008-10-01",0.32902865107474,-0.259497185168142
"2008-10-12",0.213842294134923,-0.000832822427263035
"2008-10-22",0.293418722468325,-0.0304342297085239
"2008-10-27",0.2216730329454,-0.159402968530668
"2008-11-19",-0.171439687417144,0.132043104056734
"2008-11-24",-0.155510338299004,0.268155062398294
"2008-12-08",-0.390109296824736,0.204260744308505
"2009-01-14",-0.172254043692279,0.14276730254016
"2009-01-23",-0.104011976170361,0.166511689035464
"2009-02-04",-0.257775020592067,0.269725576204331
"2009-02-17",-0.123231823508076,0.194037079004933
"2009-03-06",0.120774297335572,0.737766765684306
"2009-03-24",0.309709919181436,0.699387554235114
"2009-04-04",0.202692203183096,0.076682747194198
"2009-04-23",0.37553141766497,0.257061173121788
"2009-05-07",0.582302852444408,0.0686805661988503
"2009-05-16",0.351187246543457,0.292815041952782
"2009-05-26",0.528838078142158,-0.168032776106243
"2009-06-02",0.422045079652001,-0.192435185154601
"2009-06-14",0.468901349885358,-0.112240803288684
"2009-06-30",0.570772101248463,-0.196722281393951
"2009-07-08",0.540286317152417,-0.0824590969085835
"2009-07-12",0.516509212513812,-0.0259105801228557
"2009-07-23",0.491055872068328,-0.134083027146575
"2009-07-28",0.380120539246889,-0.0842716985606731
"2009-08-14",0.325359730352723,0.0826100292880672
"2009-08-27",0.359499306674754,-0.0708303789516505
"2009-09-10",0.438900701358108,0.0495875811772995
"2009-09-22",0.37776545157741,-0.27854440765467
"2009-09-29",0.290521903618114,-0.305825521921409
"2009-10-05",0.319663611662339,0.286072102971708
"2009-10-19",0.335492276905904,0.464280700736874
"2009-11-04",-0.00157071972254574,-0.410654268945653
"2009-11-10",0.0375440745383535,0.265548884160564
"2009-12-01",-0.0388911212650297,-0.337519245809964
"2009-12-23",-0.474411150228919,0.198411770084854
"2010-02-09",-0.810337892561878,0.100999111743393
"2010-02-22",-0.709980301869167,0.036198831835203
"2010-03-19",-0.338233719506782,0.0566880626010703
"2010-04-11",-0.520387494310993,-0.2693535598066
"2010-05-05",-0.217578268807351,-0.240521668730423
"2010-05-15",-0.0967765258174989,-0.0851809180228099
"2010-05-30",-0.0819593625037552,-0.163021668485539
"2010-06-04",-0.23231614229906,-0.201018977199635
"2010-06-18",0.0999879378199463,-0.4135725562973
"2010-06-26",0.315852704238472,-0.186028593742415
"2010-06-28",0.101307659261234,0.0898623506144592
"2010-07-08",0.496473583311693,-0.189108832684972
"2010-07-15",0.156308959873783,-0.197747782702654
"2010-07-20",0.140238578789615,-0.120721975199429
"2010-07-29",0.250881417268947,-0.0239957767615346
"2010-08-07",0.304292680955446,-0.123554539393654
"2010-08-10",0.356222709209979,-0.224322945632271
"2010-08-18",0.404518455740134,-0.232400307217192
"2010-09-03",0.360793650515966,-0.210891406162004
"2010-09-09",0.28452724598776,-0.148695365432929
"2010-09-20",0.281768999249169,-0.177082806935554
"2010-09-28",0.337094783337339,0.360760419358066
"2010-10-06",0.166278459800918,-0.314072705120098
"2010-10-19",0.290978778499879,-0.26342246570525
"2010-11-04",-0.0159562144623275,0.531444460392801
"2010-11-24",0.0166853745130751,-0.357933867876987
"2011-01-10",-0.51626466617931,0.166381457394302
"2011-01-25",-0.336250224831919,0.254205788623155
"2011-02-10",-0.316860873318918,0.0777702354212532
"2011-02-26",-0.402014010088565,0.408659548856956
"2011-03-23",0.29564396985264,0.36644683693278
"2011-04-08",0.078080749876045,0.0986777378946447
"2011-04-17",0.310369537980439,0.312575558151627
"2011-05-09",0.143152563186931,0.118514398448842
"2011-05-18",0.204853169906318,0.267398380042848
"2011-06-08",0.43586938401203,0.147763377550043
"2011-06-22",0.396240949675793,0.121646970714151
"2011-06-27",0.474934379984498,0.213292792111814
"2011-07-06",0.288099550520816,-0.0327982689352079
"2011-07-22",0.437975049057808,0.00263264327518365
"2011-08-04",0.399302187471468,0.0422003677610998
"2011-08-17",0.454970659813421,-0.0351863229265304
"2011-09-01",0.469495602711883,0.00147136081400949
"2011-09-13",0.593556925893566,0.147313436745049
"2011-09-20",0.583314167966206,0.139572771348938
"2011-09-26",0.434961452721921,0.175793337011185
"2011-09-29",0.353123827086664,0.0503702654219835
"2011-10-15",-0.293879282910291,0.169948425379526
"2011-10-26",-0.0138995210731908,0.0858340899149244
"2011-11-29",-0.527516457159943,0.139805232028335
"2011-12-10",-0.24407867431186,0.0471938925441147
"2012-01-08",-0.259944364732898,0.175562506653386
"2012-02-24",-0.113783929590625,0.00122141859337575
"2012-03-07",0.0541010948007792,-0.0695727234418387
"2012-03-25",0.137590869124456,0.168199144299164
"2012-04-07",-0.155772232257937,0.240984907316186
"2012-04-14",-0.385551082102193,0.404127486310876
"2012-05-04",0.202003034838658,0.279031972353592
"2012-05-19",0.504907871408793,-0.242402134267817
"2012-05-29",0.559932828864953,0.186645355519538
"2012-06-10",0.612539757426737,-0.0615846850439139
"2012-06-25",0.552752552350351,-0.0863304406890846
"2012-06-28",0.371045855038385,-0.0116239613972821
"2012-07-07",0.444865879406879,-0.0609167900772648
"2012-07-20",0.511485200133063,-0.0817055941078739
"2012-08-07",0.36210775320386,-0.0146936903825461
"2012-08-21",0.530026327552659,-0.13565729809401
"2012-09-06",0.265095524053574,-0.015074694984746
"2012-09-16",0.207366795074325,-0.00979279572383396
"2012-09-29",0.431544396145234,0.119950074560649
"2012-10-07",0.246695426410635,0.43459924241494
"2012-10-25",0.303658774331961,0.345543971343727
"2012-11-13",-0.572142336376348,0.104924121409924
"2012-11-26",-0.557552145529728,0.145526820656111
"2012-12-30",-0.685994037123793,0.309588531790611
"2013-01-14",-0.571537898089758,0.219827331626299
"2013-02-14",-0.151709969928743,0.153876853976471
"2013-03-01",-0.104415390179511,0.225058148643854
"2013-03-03",-0.159321927992691,0.296343838042307
"2013-03-10",-0.0390041252546767,0.195575984910399
"2013-03-18",-0.0626503582006342,0.0942141621800624
"2013-04-01",0.211646689813515,0.15699050641561
"2013-04-16",0.208433054547892,0.105679968785011
"2013-04-27",0.231795267379045,0.201233002834445
"2013-05-08",0.346468521403125,-0.02959822255226
"2013-05-30",0.556022710891312,0.0490158879100762
"2013-06-07",0.594111042470268,-0.0297199832789777
"2013-06-19",0.556706330626653,0.00962749007304086
"2013-06-27",0.392132611857826,0.00214437531833862
"2013-07-09",0.352956912457258,-0.0139655096739141
"2013-07-23",0.372917350146816,-0.0591327891186412
"2013-07-29",0.619060261228885,-0.0378935047461353
"2013-08-09",0.522870353706082,-0.11710477436486
"2013-08-25",0.582557661913072,-0.0233234955076076
"2013-09-11",0.4108120334174,-0.00467365466740453
"2013-09-26",0.24880160583147,0.226199648703239
"2013-10-04",-0.166958596236296,0.0126866833898838
"2013-10-22",-0.12430246448993,0.0654782656177959
"2013-11-09",0.16155856872167,0.176867787906411
"2013-11-22",-0.201958609053515,0.0343400849050737
"2013-12-09",-0.466102322453127,0.0722739285937123
"2014-01-16",0.0578193939529122,0.327103184874022
"2014-02-04",0.0264539601955749,0.312341715515626
"2014-02-23",-0.157976394018096,0.426822262683415
"2014-04-01",0.123481829340703,0.339438756970564
"2014-04-08",0.404044066017343,0.242294420861749
"2014-04-25",0.0396847112421528,0.333811150818045
"2014-05-06",0.227404800461811,0.281295456221662
"2014-05-19",0.0268457130061867,0.0347928308536784
"2014-06-11",0.47918243550834,-0.094259928222774
"2014-06-27",0.363346540876563,-0.108806312874648
"2014-07-06",0.361262546290142,-0.18766993823779
"2014-07-22",0.353995362090151,-0.00766023119039606
"2014-08-06",0.301769256712989,-0.0240672013718774
"2014-08-20",0.437049774179991,-0.0818620924486844
"2014-09-07",0.406659103812835,-0.112118466025302
"2014-09-25",0.0263504534333382,0.0380852644375999
"2014-09-30",-0.476685700273473,-0.0331218145541693
"2014-10-08",-0.30890248910941,-0.278025756500873
"2014-10-27",-0.738074869022556,-0.170811571655171
"2014-11-07",-0.953513207000788,-0.352444271423427
"2014-11-08",-0.780520144564435,-0.261210463273372
"2015-01-01",-0.725122390218221,-0.0770824874800974
"2015-01-06",-0.759485381858133,0.161357085646799
"2015-01-21",-0.665049005819385,-0.0351352142869258
"2015-01-31",-0.741724137258814,0.00722126902721708
"2015-02-04",-0.644699137567453,-0.115924832515337
"2015-02-18",-0.73386376439054,-0.0506843696473326
"2015-03-04",-0.564779080679514,-0.130027494915678
"2015-03-26",-0.748291521549201,-0.0265515789348855
"2015-04-07",-0.917427907896762,-0.107250968088283
"2015-04-27",-0.409661362429289,-0.464768221580063
"2015-05-07",-0.314905644389448,-0.216696327746738
"2015-05-13",-0.104783027550732,-0.240506207776206
"2015-05-19",-0.176800460610703,-0.210617725393207
"2015-06-10",-0.135196828508147,-0.147930070530161
"2015-06-16",0.0465786115697363,-0.267106405133884
"2015-06-28",-0.111104266148073,-0.088235002172987
"2015-07-03",-0.0449970602230146,-0.143772354236156
"2015-07-15",-0.0163528922086458,-0.269374013216905
"2015-07-26",-0.141754112786586,-0.196834634819391
"2015-08-08",-0.0307346699012572,-0.323619445080008
"2015-08-10",-0.1207698374715,0.00486195347412645
"2015-08-26",-0.141019258318183,-0.132031835672102
"2015-09-03",-0.448777873061668,-0.23716318158364
"2015-09-16",-0.398050500711208,-0.212368444509927
"2015-09-23",-0.378291734886401,-0.238247275348522
"2015-09-29",-0.385775742995064,-0.2883128867109
"2015-10-07",-0.385747724482623,-0.428995213570038
"2015-10-13",-0.708067062165769,-0.382055854308328
"2015-11-03",-0.840478925138111,-0.358281878767141
"2016-01-08",-0.940227840721198,0.0380955132150537
"2016-01-23",-0.94478964103817,0.0782872819142065
"2016-02-17",-0.990059420574363,0.0635924718907697
"2016-03-11",-0.966525811576672,0.0532277805696315
"2016-03-22",-0.938354281095619,0.0543999699464024
"2016-03-26",-0.905746337542662,-0.0185349743184756
"2016-04-18",-0.864815126831194,-0.221416840757279
"2016-04-26",-0.920132958706833,-0.147856082065385
"2016-04-28",-0.8548164695536,-0.182408073175586
"2016-05-12",-0.816620444235071,-0.154550214865554
"2016-05-24",-0.624458767050876,-0.317174227049495
"2016-06-12",-0.343552542505901,-0.218653919338354
"2016-06-23",-0.343882571192034,-0.265011458442675
"2016-06-29",-0.23441533801823,-0.118354536998646
"2016-07-07",-0.254772208225998,-0.169790416397758
"2016-08-01",-0.194572128739372,-0.243259458013202
"2016-08-21",-0.0388055762075621,-0.166087338652917
"2016-09-06",-0.133351591746524,-0.362759321905049
"2016-09-20",-0.250156592193756,-0.351170438773108
"2016-10-11",-0.323753836433483,-0.316426170092742
"2016-11-18",-0.861524270485799,0.0210488593170145
"2016-12-06",-0.833197952820729,0.0714259870937264
"2017-01-12",-0.885643494361045,0.178323973325489
"2017-02-01",-0.943307612604513,-0.0184736755500049
"2017-02-17",-0.812889712947052,-0.000828984817235261
"2017-02-25",-0.99113056339829,0.0160873702036174
