Mon,Day,Year,Cruise,EUCAL,ACAHUD,PSEUDO,OITSIM,CTNCAL,CENABD,CALPAC,CALMAR,ACATON,ACALON,PARA,OITSPI,METR,SCOLE,ONC,MICPUS,SCOMIN,TORTDIS,EPILON,CORANG,CLASO,CLAPER,CALTEN,CALSTY,ACADAN,CLAARC,CLAPAR,CALTENU,NEOPLU,MICSET,LUC,CLAPAU,CANBIP,CLALIV,CALPAV,CALPAVON
3,31,2019,NH,0,2.411898,2.605112,4.08465,2.529596,2.508471,1.814855,0,1.232305,2.354146,2.840189,0,0,0,0,0,0,0,0,2.486265,2.797849,1.910433,0,1.520426,0,1.520426,0,0,1.232305,1.520426,0,0,0,0,0,1.232305
4,18,2019,NH,0,3.265711,2.843335,4.306011,2.613322,3.541806,2.458873,0,3.418608,3.546885,3.46367,0,1.622741,0,0,0,0,0,0,2.313349,2.992916,1.622741,0,0,0,1.918563,1.622741,0,0,0,0,0,0,0,0,0
4,29,2019,NC,0,1.691139,3.299422,3.800206,2.656291,1.596434,1.306266,1.306266,0,1.306266,2.264356,1.140772,2.162323,0,1.891929,1.596434,0,0,0,2.015473,2.132574,1.987724,0,0,0,1.306266,1.942463,0,0,0,0,0,0,0,0,0
5,7,2019,NC,0,0,4.067542,4.114619,3.180969,3.925716,0,2.253691,2.604527,2.650176,2.796026,0,3.154657,0,2.49569,0,0,0,0,2.428975,0,2.350117,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,24,2019,NH,0,1.724697,4.180354,4.116139,2.620564,3.665916,2.021614,3.096991,0,3.802861,3.221843,0,1.724697,0,0,0,0,0,0,2.717266,2.495972,0,1.724697,0,0,0,0,1.724697,0,1.724697,0,0,0,0,0,0
6,5,2019,NH,0,0,4.384637,3.802957,2.192899,3.119853,1.894646,3.144659,0,3.769962,0,0,0,0,2.192899,2.192899,0,0,0,2.368061,0,0,0,0,0,0,1.894646,0,0,1.894646,0,0,0,0,0,0
6,17,2019,NH,0,2.136549,4.867371,4.320907,0,3.087963,0,2.97892,0,3.580638,0,0,2.136549,0,0,0,0,0,0,2.97892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,27,2019,BP,0,2.03822,4.154829,3.313189,0,2.964115,0,2.512681,0,3.737595,1.741149,0,1.741149,0,2.03822,0,1.741149,0,0,1.741149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,10,2019,NH,0,3.25359,4.92762,3.602791,0,3.646247,0,3.991426,0,4.365341,0,0,0,0,2.027,0,0,0,0,0,0,0,0,0,0,0,0,0,2.027,0,0,0,0,0,0,0
7,23,2019,NH,0,0,4.580264,4.169425,0,2.622249,2.147195,2.843683,0,3.723955,2.989633,0,2.147195,0,0,0,0,0,0,2.147195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,25,2019,CR,0,0,4.607884,4.386043,0,3.314353,0,3.179732,0,3.989354,4.041181,0,0,0,0,0,0,0,0,2.440659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,11,2019,NH,0,0,4.119095,3.946684,0,1.876893,1.876893,2.17503,0,3.269262,3.85792,0,2.17503,0,0,0,0,0,0,3.047569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,20,2019,NC,0,0,3.730046,4.01695,2.757596,0,2.536253,0,0,2.60302,3.952785,0,0,0,0,0,0,0,0,3.472986,2.457325,0,0,0,0,0,2.061652,0,0,0,0,0,0,0,0,0
9,26,2019,NC,0,0,3.836589,3.889983,2.35314,0,2.410892,1.519447,0,3.298722,3.658496,0,0,0,1.519447,0,0,0,0,3.011685,1.813861,1.519447,0,1.519447,0,0,1.519447,0,0,0,1.813861,0,0,0,0,0
10,11,2019,NH,0,0,3.670665,4.390578,1.598865,0,2.492277,0,0,2.192643,3.629282,1.598865,1.598865,0,0,0,0,0,0,3.336175,2.192643,1.598865,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,24,2019,NH,0,2.299935,2.829875,4.090179,2.503238,2.079535,3.030551,2.378753,0,2.299935,4.001946,1.609587,1.609587,0,0,0,0,0,0,3.377116,3.014176,1.905248,0,0,2.554239,2.299935,2.445441,0,0,0,0,0,0,0,0,0
11,6,2019,CR,0,0,3.23256,4.365174,3.206247,0,2.972356,0,0,0,3.511641,1.537519,2.604996,0,0,0,1.537519,0,0,3.223965,2.429444,0,1.537519,0,0,0,1.537519,0,0,0,0,0,0,0,0,0
11,21,2019,NH,0,0,3.792974,3.764153,2.534898,2.060304,3.011174,0,0,0,3.788972,0,1.763038,0,0,0,0,0,0,3.299764,2.235134,0,0,0,1.763038,1.763038,0,0,0,0,0,0,0,0,0,0
12,4,2019,NH,0,0,3.95217,4.321437,3.058555,1.809686,3.183398,0,2.107338,2.503238,3.752369,0,2.844916,0,1.809686,0,0,0,0,2.949519,2.582192,0,0,0,0,0,1.809686,0,0,0,0,0,0,0,0,0
2,4,2020,NH,0,1.728222,3.697836,3.476045,2.834605,0,1.901598,0,0,0,3.565241,0,0,0,0,0,0,0,0,2.025173,3.232163,2.596188,0,2.025173,0,2.199896,2.324149,0,0,0,0,0,0,0,0,0
2,19,2020,CR,0,0,4.8104,4.113554,2.672488,2.37238,0,2.797196,0,1.898929,3.19472,0,2.197209,0,0,2.37238,0,0,1.898929,0,0,2.37238,0,2.496858,0,0,1.898929,1.898929,0,0,0,0,0,0,0,0
3,15,2020,NC,0,1.696919,4.172432,3.696791,2.967325,1.993564,1.696919,3.086399,0,2.168183,2.168183,0,2.94387,0,0,2.534472,2.388851,0,0,0,2.467736,1.993564,1.696919,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6,2020,NH,0,0,4.447174,3.943885,2.420443,0,0,3.021264,0,2.420443,2.296054,0,0,0,0,0,0,0,0,0,0,2.296054,0,2.121059,0,0,0,0,0,0,0,0,0,0,0,0
5,14,2020,NH,0,0,4.477773,3.770262,1.699764,1.996438,0,3.168423,0,3.0893,0,0,0,0,0,0,0,0,0,1.699764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,15,2020,NH,0,0,4.796279,3.778615,0,0,0,2.846109,0,3.924723,0,0,2.303586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,27,2020,BP,0,3.109965,4.503843,3.426061,0,3.219035,0,3.455014,0,3.343908,0,0,1.968198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,16,2020,NH,0,3.65628,4.424098,3.600775,0,3.212753,0,2.802996,0,3.91151,0,0,1.96198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,23,2020,NH,0,2.159863,4.566792,3.780168,0,3.002377,0,3.634069,0,4.360986,2.159863,0,0,0,2.459387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,5,2020,NH,0,2.634553,4.386379,3.69809,0,2.537895,0,2.935079,0,4.206443,0,0,0,0,0,1.939595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,23,2020,CR,0,3.953878,4.409779,3.575503,0,3.710876,0,3.167019,0,4.092972,3.585965,0,1.967311,0,0,0,0,0,1.967311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,21,2020,NC,0,1.592002,4.188229,4.060791,1.88744,0,0,2.185647,0,2.996157,0,1.592002,1.88744,0,0,0,0,0,0,0,0,0,1.88744,0,0,0,0,0,0,0,0,0,0,0,0,0
9,30,2020,NC,1.777928,0,4.159822,4.198788,2.374523,1.777928,2.550002,0,0,3.350603,3.609581,0,0,0,0,0,0,0,0,2.075322,2.771361,1.777928,0,1.777928,0,2.471066,2.075322,0,0,0,0,0,0,0,0,0
10,19,2020,NH,0,2.413376,4.108522,4.483592,2.50995,0,2.713567,0,0,3.673051,3.207845,1.816316,2.114019,0,0,0,0,0,0,0,0,0,0,0,0,1.816316,0,0,0,0,0,0,0,0,0,0
11,20,2020,NH,0,0,3.576907,3.965019,2.713567,0,2.355623,0,0,2.810308,3.438183,0,2.114019,0,0,0,0,0,0,1.990192,2.623584,0,1.521865,0,0,0,2.21026,0,0,0,0,0,0,0,0,0
12,10,2020,NH,0,0,3.773719,4.353869,3.317542,0,2.042535,1.573219,0,2.792608,3.464697,1.868408,3.184991,0,0,0,0,0,1.573219,0,3.539307,2.262806,2.408256,1.573219,2.166488,2.562649,2.766323,0,0,0,0,0,0,0,0,0
12,23,2020,NH,0,0,3.987125,4.595491,3.609523,0,1.859584,2.332686,0,2.757391,3.710958,0,3.330865,0,0,0,0,0,0,2.332686,3.734435,2.933229,0,2.699508,2.157603,2.157603,3.132615,0,0,0,0,0,0,0,0,0
