Mon,Day,Year,Cruise,EUCAL,ACAHUD,PSEUDO,OITSIM,CTNCAL,CENABD,CALPAC,CALMAR,ACATON,ACALON,PARA,OITSPI,METR,SCOLE,ONC,MICPUS,SCOMIN,TORTDIS,EPILON,CORANG,CLASO,CLAPER,CALTEN,CALSTY,ACADAN,CLAARC,CLAPAR,CALTENU,NEOPLU,MICSET,LUC,CLAPAU,CANBIP,CLALIV,CALPAV,CALPAVON
4,3,2001,NH,0,0,3.781116,4.116562,1.751385,1.751385,0,2.048548,0,1.751385,2.444152,0,0,0,0,0,0,0,0,2.444152,0,2.048548,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,11,2001,NH,0,0,3.699687,4.018401,1.926622,2.825189,0,2.735162,0,2.100996,2.100996,0,0,0,0,0,0,1.630704,1.630704,2.400302,0,0,0,0,0,1.630704,0,0,0,0,0,0,0,0,0,0
4,25,2001,NH,0,0,3.552054,3.893135,1.76703,3.278283,0,2.714622,0,2.460019,1.76703,1.76703,2.064332,0,0,0,0,1.76703,0,2.363485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,9,2001,NH,0,2.088212,4.075915,3.974,0,4.156565,2.387466,2.784337,0,2.387466,2.26312,2.387466,2.26312,0,0,1.790712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,18,2001,NH,0,1.903271,4.005064,4.170841,0,2.20158,0,2.773604,0,2.89836,0,1.903271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,4,2001,NH,0,2.597349,4.154989,3.958026,0,3.59636,0,2.597349,0,3.428921,1.902747,0,1.902747,0,0,0,0,1.902747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,13,2001,Co,0,2.144681,4.119314,3.588827,0,3.709844,0,2.444152,0,3.646805,0,0,0,0,0,0,0,0,1.846752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,16,2001,NH,0,2.472639,4.137099,4.175925,0,0,0,2.297279,0,4.015284,0,0,2.173069,0,1.70174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,26,2001,NH,0,1.818528,4.225208,3.692784,0,3.756441,0,2.29123,0,3.330599,1.818528,1.818528,2.116248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1,2001,BP,0,2.266797,4.293847,4.16756,0,4.103324,0,3.042985,0,3.586772,2.266797,0,0,0,0,0,0,2.742349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,6,2001,LT,0,2.688112,3.899463,3.8303,0,3.606406,0,2.291506,0,3.736518,0,1.696054,1.99269,0,0,1.696054,0,2.167306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,18,2001,NH,0,1.807122,4.083634,3.729797,0,3.180795,0,2.880052,0,3.262933,2.104753,2.104753,1.807122,0,0,2.104753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,30,2001,NH,1.797428,3.671355,3.983618,3.960758,0,4.23918,0,3.309175,0,3.6294,0,0,1.797428,0,0,2.490823,0,1.797428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,5,2001,NH,0,2.199825,4.016661,3.414726,0,3.878373,0,2.937939,0,3.941417,2.675115,0,0,2.199825,0,1.901527,0,1.901527,1.901527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,9,2001,NH,0,4.668042,4.665774,3.876151,0,4.282381,0,3.77397,0,4.204302,2.686656,0,2.686656,2.087268,0,2.386518,0,2.562015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,24,2001,NH,0,3.921589,4.70176,3.96858,0,4.176839,0,3.190663,0,4.133376,2.080066,0,2.080066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,5,2001,LT,0,0,4.526228,3.836648,0,3.310828,0,2.864052,0,3.84579,0,2.167451,2.467001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,18,2001,NH,0,3.747183,4.033453,3.905522,0,2.951711,0,2.17598,0,2.775863,2.951711,2.351105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,25,2001,NH,0,3.042281,4.036224,3.862062,0,0,0,1.9857,0,2.681065,2.722375,1.9857,1.689136,1.689136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,28,2001,BP,0,2.892945,3.962474,4.270355,0,0,0,2.467901,0,2.892945,2.835032,1.993727,0,0,0,0,1.993727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,2,2001,NH,0,3.125177,4.07913,3.72056,0,0,0,2.497845,0,2.974045,2.740291,0,1.899906,0,0,0,0,2.497845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,29,2001,NH,0,3.938726,4.111572,4.199305,0,2.287709,0,2.888086,0,3.804046,3.327061,0,0,2.287709,0,0,0,2.587618,0,0,0,2.287709,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,7,2001,NH,0,2.295573,4.25718,3.94663,0,2.47093,0,2.295573,0,3.223047,2.771225,0,2.295573,0,0,0,0,1.996736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,27,2001,LT,2.029469,1.56039,3.989225,3.976452,3.139651,1.855403,2.249692,1.56039,0,3.380961,3.264511,0,2.695276,0,0,0,0,0,0,2.029469,0,2.029469,2.153393,2.452895,2.395121,0,2.779442,0,0,0,0,0,0,0,0,0
1,14,2002,NH,0,0,2.94391,3.668808,2.669645,0,2.140391,2.140391,1.453815,2.28562,3.387834,1.74714,2.819136,0,1.453815,0,0,1.453815,0,2.643374,0,2.615411,1.453815,2.643374,1.74714,2.219048,2.394264,0,0,0,0,0,0,0,0,0
1,29,2002,NH,0,0,3.252365,3.690414,3.139733,1.716478,0,2.408722,0,0,3.310327,0,2.487621,0,0,0,0,0,0,2.912705,2.013317,2.963799,2.013317,2.612206,0,2.408722,2.013317,0,0,0,0,0,0,0,0,0
2,19,2002,LT,0,0,2.99492,4.065874,2.327522,1.854467,2.152451,2.548553,0,0,3.079164,0,2.451949,0,0,0,0,0,0,2.627529,2.327522,2.451949,1.854467,2.152451,0,2.327522,0,2.451949,0,0,0,0,1.854467,0,0,0
3,4,2002,NH,0,0,3.1866,3.863858,3.122187,2.328025,0,2.838493,0,0,2.424527,1.732044,3.25564,0,1.732044,0,0,0,0,0,2.503436,2.679072,2.029031,2.424527,0,2.570188,2.029031,0,0,0,0,0,0,0,0,0
3,20,2002,NH,2.097522,0,3.537428,3.814265,2.339071,0,0,3.13575,0,2.447773,3.173512,0,2.097522,0,0,0,0,0,0,2.835037,0,0,2.097522,0,0,0,0,0,1.799948,0,0,0,0,0,0,0
3,27,2002,NH,0,0,3.541637,3.717687,2.588392,0,1.815807,3.064766,0,0,2.588392,0,2.655179,0,0,0,0,0,0,2.412861,0,2.509435,2.412861,1.815807,0,0,0,0,0,0,0,0,0,0,0,0
4,4,2002,LT,0,0,3.721234,3.790419,2.159896,2.45942,0,2.635009,0,1.688744,2.583982,1.985305,2.159896,0,1.985305,2.380541,0,0,0,2.635009,0,1.985305,0,1.688744,0,0,0,0,0,0,0,0,0,0,0,0
4,18,2002,NH,0,0,4.151303,3.978907,0,0,0,2.859986,0,2.084822,3.011077,0,1.78735,0,0,0,0,0,0,0,1.78735,2.822252,0,0,0,0,2.559555,0,2.084822,0,0,0,0,0,0,0
4,30,2002,NH,0,2.17598,4.146233,3.835896,2.47556,2.913967,0,3.287242,0,1.877836,1.877836,0,2.572179,0,0,2.351105,2.47556,0,0,1.877836,0,2.651166,1.877836,0,0,0,0,0,0,0,0,0,0,0,0,0
5,9,2002,NH,0,2.104253,4.025144,3.917117,0,2.500138,0,3.12234,0,3.030647,0,1.806625,2.500138,0,2.500138,1.806625,0,0,0,1.806625,0,2.104253,0,0,0,0,1.806625,0,0,0,0,0,0,0,0,0
5,20,2002,NH,0,0,4.327073,3.93332,0,3.922855,0,3.588885,0,3.155421,0,2.312141,2.612112,0,0,2.787849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,29,2002,Me,0,0,4.37949,3.81386,0,3.858057,0,3.645487,0,3.542851,0,0,0,0,2.368498,2.368498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,4,2002,Me,0,0,4.321013,2.150886,0,3.610311,0,3.18948,0,3.771129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,5,2002,Me,0,3.402992,4.311608,3.300375,0,3.95019,0,2.969631,0,4.032592,0,0,0,0,2.127318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,2002,Me,0,0,4.176452,3.193734,0,3.441398,0,2.983055,0,3.584776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,7,2002,Me,0,2.422061,4.642273,3.586858,0,3.265748,0,3.37484,0,3.728704,0,1.948214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,8,2002,Ma,0,2.310634,4.376709,3.526119,0,4.064417,0,2.786337,0,3.840047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,8,2002,Mb,0,2.336879,4.264318,3.491362,0,3.866413,0,2.812665,0,3.590259,1.863738,0,0,0,0,0,0,0,0,0,0,0,1.863738,0,0,0,0,0,0,0,0,0,0,0,0,0
6,17,2002,Me,0,2.673184,4.061465,3.672354,0,3.216593,0,3.024854,0,3.650082,0,2.073881,2.073881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,21,2002,BP,0,3.169709,4.12369,3.909831,0,3.505342,0,3.169709,0,4.024773,0,0,0,0,0,2.21781,0,2.693175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,3,2002,NH,0,3.237077,4.259914,3.867589,0,3.496601,0,3.195709,0,3.7921,2.198193,1.899906,0,0,0,0,1.899906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,9,2002,LT,0,3.977303,3.841916,4.007263,0,3.910364,0,2.83177,0,3.841916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,23,2002,NH,0,0,3.829226,3.595189,0,2.312767,0,2.188532,0,2.750752,0,2.013845,0,0,0,1.717002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,31,2002,Me,0,2.611916,3.861776,3.565214,0,2.892237,0,2.649616,0,3.444678,1.581009,0,2.050466,1.876303,0,1.581009,1.876303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,9,2002,Me,0,3.932159,3.745237,3.279124,0,3.397934,0,3.052037,0,3.968153,0,1.853658,2.027717,0,0,2.027717,1.853658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,18,2002,Me,0,3.023279,4.38864,3.408388,0,3.291935,0,3.238718,0,3.785296,1.88247,0,0,0,0,2.180644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,30,2002,NH,0,3.883605,4.166012,2.661779,0,3.092547,0,2.440561,0,2.661779,1.966578,0,0,0,0,0,0,0,0,0,0,0,1.670213,0,0,0,0,0,0,0,0,0,0,0,0,0
9,27,2002,LT,0,3.20632,4.329922,3.737608,0,3.051534,0,2.859863,0,3.8189,2.383939,1.910391,2.60507,0,1.910391,0,0,0,1.910391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,3,2002,BP,0,2.450408,3.681721,3.265042,2.730501,2.839466,0,2.855238,0,3.57785,2.188447,0,2.188447,0,1.424144,0,1.890223,0,0,0,0,0,0,0,0,0,0,0,0,2.450408,0,0,0,0,0,0
10,15,2002,NH,0,3.045039,4.387636,3.713738,0,1.796372,0,2.093917,0,2.936006,2.268841,0,2.489753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1,2002,NH,0,4.08319,4.110806,3.485601,0,3.148525,0,2.74152,0,3.59278,3.166996,0,0,0,0,1.793532,0,2.265971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,15,2002,NH,2.178861,2.004206,3.371136,3.462431,3.000318,0,2.128068,0,0,3.041671,3.415024,0,1.535603,0,0,1.707456,0,1.707456,0,2.766544,0,3.623236,2.004206,3.079427,2.637707,1.83026,2.778758,1.707456,0,0,0,0,0,2.070538,0,0
12,4,2002,LT,1.627285,0,3.357471,3.945347,2.463512,0,2.221593,1.627285,0,2.872773,2.572325,1.923162,3.468324,0,0,0,0,0,0,2.872773,0,2.463512,1.923162,2.221593,2.097522,2.221593,1.923162,0,0,0,1.627285,1.923162,2.763794,0,0,0
1,9,2003,NH,0,1.401824,1.694159,3.079223,3.059037,0,2.165385,2.041435,2.302878,0,2.984044,0,0,0,0,0,0,1.117678,0,2.765214,1.401824,2.086797,1.789309,1.933416,1.117678,0,0,1.401824,0,0,0,0,0,0,0,0
2,6,2003,NH,0,0,2.777096,3.855611,2.755943,0,1.469151,1.762745,0,0,3.11724,1.93633,2.156162,0,1.469151,0,0,0,0,2.733706,2.060009,2.834997,0,2.455674,1.762745,2.455674,1.93633,0,0,1.762745,0,0,0,0,0,0
2,14,2003,LT,0,0,1.999796,3.876301,2.950159,1.703089,0,0,1.999796,0,3.037221,0,2.925364,1.703089,0,1.999796,0,0,0,2.736589,0,2.899067,1.703089,2.899067,1.999796,2.474011,0,0,0,0,0,0,0,0,0,0
2,25,2003,NH,0,0,3.411616,4.198867,2.620099,2.398944,0,2.620099,0,0,3.221377,0,2.398944,0,0,0,0,0,0,0,0,3.150842,0,2.999702,0,2.823828,2.223719,0,1.925276,0,0,0,0,0,0,0
3,24,2003,NH,0,1.745735,3.039292,4.064239,2.43842,2.217626,2.779979,2.43842,2.817708,2.584096,3.462291,0,0,0,0,0,0,0,0,3.470406,2.042848,2.88456,2.217626,2.217626,0,2.341906,2.042848,0,0,0,0,0,0,0,0,0
4,1,2003,LT,1.494817,1.666251,3.531972,3.809139,2.861501,2.887795,2.736761,3.175587,1.666251,1.666251,3.148453,0,1.666251,0,0,0,0,0,0,2.699045,0,2.861501,1.666251,1.962573,0,1.962573,2.26123,0,1.962573,0,0,0,0,0,0,0
4,16,2003,NH,0,2.680068,3.378311,4.188838,2.204757,2.601068,2.746885,2.804779,2.50443,1.906429,3.223487,0,1.906429,0,0,0,0,0,0,2.601068,0,2.746885,0,2.50443,0,1.906429,1.906429,0,0,0,0,0,0,0,0,0
4,30,2003,NH,0,2.06165,3.253085,4.046166,2.427468,2.06165,2.811863,2.281989,2.427468,2.281989,3.515375,0,2.06165,0,2.427468,0,0,0,0,3.296967,0,2.660875,0,1.887439,1.592001,2.427468,0,1.592001,0,0,0,0,0,0,0,0
5,6,2003,NH,1.945993,1.649854,1.945993,3.953933,2.641011,2.120442,1.945993,2.419823,2.754725,2.544349,3.503476,0,2.419823,0,0,0,0,0,0,3.231337,0,2.244557,0,1.649854,0,1.649854,2.120442,0,0,1.649854,0,0,0,0,0,0
5,21,2003,NH,1.660872,1.660872,3.156737,4.038713,2.973965,2.131625,1.660872,1.660872,0,0,1.957134,1.660872,2.131625,0,0,0,0,0,0,0,0,1.957134,0,2.255761,0,0,0,0,0,0,0,0,0,0,0,0
6,5,2003,NH,0,2.766061,4.29788,3.605321,0,3.803475,0,2.890814,2.166228,3.00878,1.991616,1.991616,0,0,1.694991,2.72834,0,0,0,2.687029,0,2.166228,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,25,2003,NH,0,2.473259,3.948966,3.720202,0,3.709568,0,2.773558,2.107225,3.270384,2.74143,2.669022,2.231315,0,1.636837,0,0,0,0,2.406556,0,0,1.636837,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2,2003,BP,0,2.167832,4.190205,4.125532,2.534119,3.821354,2.467384,2.802378,2.68864,3.487231,2.388498,1.993213,2.167832,0,0,1.696572,0,0,0,1.993213,0,0,0,0,0,0,1.696572,0,0,0,0,0,0,0,0,0
7,2,2003,LT,0,2.728516,4.087575,3.84171,1.735759,3.7731,0,2.331792,0,3.65208,2.631809,1.735759,1.735759,0,0,1.735759,0,0,0,2.573962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,17,2003,NH,0,2.033011,4.570558,3.608858,0,4.497328,0,3.585382,2.332024,3.898254,3.409348,2.332024,0,0,0,0,0,0,0,2.033011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,24,2003,NH,0,3.338932,4.373865,3.940843,0,0,0,3.886111,2.063746,0,3.551463,2.662984,2.53836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,5,2003,NH,0,0,4.442812,3.991425,0,2.62692,0,3.041261,2.230515,3.634594,2.881736,2.230515,2.530266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,20,2003,NH,0,3.539102,3.92188,3.559781,0,3.616494,0,1.93131,1.93131,3.288144,3.324338,0,0,0,0,0,0,0,1.93131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,23,2003,NH,0,3.119474,4.119177,3.77243,0,2.518402,0,2.956896,0,3.446658,2.393902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,4,2003,NH,0,2.814533,3.97528,3.598658,0,0,0,1.485868,0,3.15299,2.72753,0,1.485868,0,1.485868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,17,2003,NH,0,3.586628,4.204591,3.711539,0,2.587639,0,2.28773,2.28773,3.109732,3.109732,0,0,0,0,0,0,0,0,2.112757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,26,2003,LT,0,3.346904,3.752025,4.007263,0,2.806983,2.056805,0,2.18079,3.588806,3.30035,1.882615,0,0,0,0,0,0,0,2.18079,0,1.587239,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,3,2003,BP,0,2.513311,3.955288,3.722913,2.513311,2.089557,1.619446,2.213611,2.688958,3.82906,3.466368,1.915229,0,0,0,0,0,0,0,2.309989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,23,2003,NH,0,1.339939,3.044285,3.782087,2.276165,1.339939,2.276165,0,2.321692,3.075857,3.319825,0,0,0,0,0,0,0,0,2.718388,0,2.022728,0,1.339939,1.630927,1.630927,1.926847,0,0,0,0,0,0,0,0,0
11,3,2003,NH,0,1.803095,3.209355,3.431097,1.508846,1.221068,0,0,2.310221,2.73277,3.268099,1.221068,1.221068,0,0,0,0,0,0,2.342254,1.221068,1.221068,0,0,0,1.221068,1.221068,0,0,0,0,0,0,0,0,0
1,15,2004,NH,0,0,2.712849,2.737626,3.055972,0,1.885193,0,1.667099,0,3.398186,0,2.343868,0,0,0,0,0,0,2.969869,0,3.038259,0,1.208281,1.495656,2.88866,2.980324,0,0,0,0,0,0,0,0,0
1,21,2004,NH,0,0,0,2.702659,3.179205,0,1.632849,0,0,0,3.408115,0,2.227257,0,1.632849,0,0,0,0,3.141443,3.100082,3.408115,0,2.103175,1.928792,2.402489,2.402489,2.227257,0,0,0,0,0,0,0,0
2,4,2004,NH,0,0,2.107269,3.076199,2.957128,0,2.282228,1.515269,2.282228,0,2.933673,0,1.2273,0,0,0,0,0,0,2.97938,0,2.90888,0,2.2035,0,2.720115,2.524293,0,0,0,0,0,0,0,0,0
3,2,2004,NH,1.711432,0,2.444833,3.356312,2.791746,0,2.849651,1.8847,2.724916,0,3.040763,0,2.104278,0,0,0,0,0,0,3.035747,0,2.886742,0,2.008221,0,2.633338,1.8847,0,1.418761,1.418761,0,0,0,1.711432,0,0
3,16,2004,NH,0,2.035677,3.111176,3.851264,2.401362,2.74565,1.861582,2.255923,2.576879,0,3.111176,1.566484,2.986349,0,1.861582,1.861582,0,0,0,3.249387,0,1.566484,0,1.566484,0,2.035677,0,0,0,0,0,0,0,0,0,0
3,31,2004,NH,0,1.52421,3.343729,3.435461,3.10243,3.235551,2.658106,2.553631,2.742259,1.52421,3.621716,0,0,0,1.52421,0,0,0,1.52421,2.854053,0,2.767038,2.212662,2.116417,0,0,1.52421,0,0,0,0,0,0,1.52421,0,0
4,28,2004,NH,0,1.950303,4.318339,3.945456,2.849112,2.248892,2.424166,2.900196,2.548696,0,3.376953,0,2.511019,0,1.482813,0,0,0,0,2.511019,0,2.248892,2.124768,0,0,1.77664,0,0,0,0,0,0,0,0,0,0
5,10,2004,Pa,0,0,4.307819,3.968724,2.492954,2.492954,0,3.366804,2.193318,0,3.588578,2.193318,3.036024,0,0,0,0,0,0,2.793286,0,2.193318,2.193318,0,0,0,0,0,0,0,0,0,0,0,0,0
5,11,2004,Pa,0,2.064288,4.352801,3.662681,2.906164,2.964088,2.064288,3.236869,2.839307,2.363441,3.776602,2.064288,2.760251,0,0,0,0,0,0,2.66353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,13,2004,Pa,0,0,4.682909,4.09739,2.273599,0,2.448919,3.385402,2.273599,2.670149,3.11671,0,2.448919,0,1.974876,1.974876,0,0,0,3.200973,0,0,0,0,0,0,1.974876,0,0,0,0,0,0,0,0,0
5,25,2004,NH,0,0,4.420478,3.966357,0,2.228521,0,3.356472,0,2.703928,1.930049,0,2.624918,0,0,0,0,0,0,1.930049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,7,2004,NH,0,3.04741,4.177383,3.635393,0,2.843524,2.147038,2.957324,3.258114,3.334464,3.57541,1.849092,1.849092,0,0,0,0,0,0,2.688889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,21,2004,NH,0,2.365625,4.199468,3.932002,0,3.385118,0,2.938282,3.341671,3.239061,3.341671,0,0,0,0,0,0,0,0,1.769143,0,2.066463,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,26,2004,Pa,0,2.527352,4.356026,3.696409,0,4.233656,0,2.930263,2.841956,3.225289,3.450494,1.660593,0,0,0,0,0,0,2.430764,2.351905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,29,2004,BP,0,2.357848,4.126823,3.704978,1.711253,3.134409,0,2.849469,3.259268,3.491742,3.704978,0,0,0,1.711253,0,0,0,0,0,0,1.711253,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,6,2004,NH,0,2.185041,4.823676,4.090716,0,3.41915,0,2.660267,2.694956,3.098995,3.889822,2.535645,1.886838,0,0,0,0,0,0,2.581276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,19,2004,NH,0,0,3.897519,3.490119,1.471474,3.535862,0,2.536999,2.361538,3.124334,3.013278,1.765108,0,0,0,0,0,0,1.642649,1.471474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,28,2004,RI,0,2.363877,4.21021,3.964101,0,3.476083,0,3.32834,0,2.990827,3.476083,0,1.767418,0,0,1.767418,0,0,0,2.064722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2,2004,NH,0,2.119553,4.546411,4.020729,0,3.790715,0,3.505544,2.418931,3.422832,3.43862,1.821808,0,0,1.821808,0,0,0,0,2.294544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,8,2004,SA,0,1.975356,4.364329,3.652073,0,3.98572,0,3.332665,3.448011,3.887245,3.594095,2.274082,0,0,0,0,0,2.149913,0,2.274082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,17,2004,NH,2.301278,0,4.262914,3.697129,0,3.577971,0,3.123338,3.237206,3.893918,4.091529,0,0,0,0,0,0,0,0,2.425673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,30,2004,Pa,0,2.372986,3.693449,3.588738,0,3.450477,0,2.073792,4.130842,3.6017,4.282322,1.776411,0,0,0,0,0,0,0,2.548463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,2,2004,Pa,0,0,3.592836,3.4168,0,2.593832,0,1.944476,3.775275,2.981359,3.611716,1.944476,0,0,0,0,0,0,0,1.648353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,3,2004,Pa,0,1.54478,3.377492,3.377492,0,2.811636,0,2.312483,3.264842,3.088869,3.42447,2.137448,0,0,0,0,0,0,0,2.312483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,16,2004,NH,0,2.39157,3.361964,3.866984,0,2.502322,0,1.794767,3.089128,3.16825,3.742065,2.267219,0,0,1.33136,0,0,0,0,2.39157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,29,2004,BP,0,1.796588,3.231806,3.68178,2.314583,2.015653,0,1.623952,4.014946,2.915062,3.903592,1.919789,1.796588,0,0,0,0,1.796588,0,3.020458,0,0,0,0,0,0,1.333125,0,0,0,0,0,0,0,0,0
10,14,2004,NH,0,1.609657,2.390676,3.30664,0,0,0,1.609657,3.398369,2.378825,2.99433,1.153367,0,0,0,0,1.153367,1.609657,0,2.585262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,28,2004,NH,0,1.400478,3.349191,3.732213,1.989388,0,1.400478,0,3.103357,2.445114,3.25233,1.400478,1.400478,0,1.116384,0,0,0,0,2.405754,0,1.932032,1.400478,1.400478,1.116384,0,1.116384,0,0,0,0,0,0,0,0,0
11,7,2004,Pa,0,0,3.547151,3.805722,2.459139,0,2.179681,0,3.932726,2.313614,3.481904,1.918826,2.843601,0,0,0,0,1.452052,0,2.613588,0,2.217231,0,1.623001,0,2.093169,0,0,0,1.623001,0,0,0,0,0,0
11,22,2004,NH,0,1.941679,3.180008,3.828842,2.116111,0,1.645588,0,3.448721,1.941679,3.570268,0,2.364532,0,0,0,0,0,0,2.364532,0,0,0,0,0,0,2.116111,0,0,0,0,0,0,0,0,0
12,20,2004,NH,0,0,3.525542,3.587231,2.823767,0,1.424787,0,1.717574,0,2.409835,0,2.110492,0,0,0,0,0,0,2.014423,0,3.140849,1.424787,2.014423,1.890882,2.731168,2.189112,1.424787,0,0,0,0,0,0,0,0
1,25,2005,NH,0,0,3.294194,3.717932,2.879573,0,2.724916,0,2.900735,0,3.447356,1.8847,1.8847,0,0,0,0,0,0,3.009758,1.589297,2.857327,0,2.058899,0,2.782806,1.589297,1.589297,2.182889,0,0,0,0,0,0,0
2,2,2005,NH,0,0,3.090491,3.721439,2.970993,0,2.13906,0,2.26321,0,3.54256,0,2.314099,0,0,0,0,0,0,3.215341,2.26321,3.379115,1.668199,1.964542,0,3.414816,2.314099,1.841172,2.314099,0,0,0,0,0,0,0
2,23,2005,NH,0,0,3.267364,4.105681,3.419904,2.29163,2.466981,2.466981,1.992813,0,2.892023,1.992813,2.466981,0,1.992813,0,0,0,0,3.419904,0,3.102662,0,1.992813,0,2.988822,0,0,0,1.992813,0,0,0,0,0,0
3,18,2005,NH,0,1.760453,3.168115,3.752924,2.59904,2.794937,2.232518,0,2.59904,0,2.532275,0,2.532275,0,0,0,0,2.232518,0,3.344108,0,0,0,0,0,2.532275,0,0,0,0,0,0,0,0,0,0
4,14,2005,NH,0,0,3.189219,3.724488,2.524062,0,3.061529,0,3.11517,0,3.229812,0,1.495472,0,0,0,0,0,0,3.197647,0,2.737436,0,1.789508,0,1.789508,0,0,0,0,0,0,0,0,0,0
