Mon,Day,Year,sshtimser
4,8,2000,-0.088837603
4,9,2000,-0.089237606
4,10,2000,-0.088837603
4,11,2000,-0.089437605
4,12,2000,-0.091437606
4,13,2000,-0.091837605
4,14,2000,-0.092937601
4,15,2000,-0.092137603
4,16,2000,-0.092037601
4,17,2000,-0.090637607
4,18,2000,-0.089937603
4,19,2000,-0.089537603
4,20,2000,-0.089837605
4,21,2000,-0.088637603
4,22,2000,-0.086137605
4,23,2000,-0.085337603
4,24,2000,-0.085137603
4,25,2000,-0.084437603
4,26,2000,-0.083237605
4,27,2000,-0.083637604
4,28,2000,-0.082537604
4,29,2000,-0.082137605
4,30,2000,-0.082537604
5,1,2000,-0.084337605
5,2,2000,-0.086137605
5,3,2000,-0.087437605
5,4,2000,-0.088737605
5,5,2000,-0.091837605
5,6,2000,-0.093337608
5,7,2000,-0.095637602
5,8,2000,-0.099037608
5,9,2000,-0.100837601
5,10,2000,-0.101837603
5,11,2000,-0.104137605
5,12,2000,-0.106237603
5,13,2000,-0.106737604
5,14,2000,-0.108437603
5,15,2000,-0.108837602
5,16,2000,-0.108737608
5,17,2000,-0.109637601
5,18,2000,-0.109837604
5,19,2000,-0.108737608
5,20,2000,-0.108037604
5,21,2000,-0.106637602
5,22,2000,-0.106337605
5,23,2000,-0.104737607
5,24,2000,-0.103137603
5,25,2000,-0.101037604
5,26,2000,-0.098837604
5,27,2000,-0.097237607
5,28,2000,-0.095437606
5,29,2000,-0.093037603
5,30,2000,-0.091437606
5,31,2000,-0.091137608
6,1,2000,-0.089937603
6,2,2000,-0.089537603
6,3,2000,-0.088137606
6,4,2000,-0.087237605
6,5,2000,-0.085637604
6,6,2000,-0.084137605
6,7,2000,-0.082337604
6,8,2000,-0.080637605
6,9,2000,-0.079437604
6,10,2000,-0.079237604
6,11,2000,-0.077837603
6,12,2000,-0.076137604
6,13,2000,-0.074837604
6,14,2000,-0.074537603
6,15,2000,-0.071437606
6,16,2000,-0.070137603
6,17,2000,-0.069237606
6,18,2000,-0.067837605
6,19,2000,-0.066137606
6,20,2000,-0.065337604
6,21,2000,-0.064737605
6,22,2000,-0.062637606
6,23,2000,-0.062737604
6,24,2000,-0.061337603
6,25,2000,-0.060837606
6,26,2000,-0.059637604
6,27,2000,-0.057437604
6,28,2000,-0.056437604
6,29,2000,-0.054737605
6,30,2000,-0.053237604
7,1,2000,-0.051337605
7,2,2000,-0.048737604
7,3,2000,-0.046737605
7,4,2000,-0.046037605
7,5,2000,-0.044737605
7,6,2000,-0.044337604
7,7,2000,-0.041937604
7,8,2000,-0.039637604
7,9,2000,-0.036737605
7,10,2000,-0.034337605
7,11,2000,-0.031637604
7,12,2000,-0.028637604
7,13,2000,-0.026137604
7,14,2000,-0.023337605
7,15,2000,-0.021037604
7,16,2000,-0.019037604
7,17,2000,-0.015937605
7,18,2000,-0.014037604
7,19,2000,-0.010837605
7,20,2000,-0.009837605
7,21,2000,-0.009337604
7,22,2000,-0.008137604
7,23,2000,-0.006937604
7,24,2000,-0.006537605
7,25,2000,-0.005937604
7,26,2000,-0.005237605
7,27,2000,-0.004337605
7,28,2000,-0.003437604
7,29,2000,-0.003737604
7,30,2000,-0.003137605
7,31,2000,-0.002137605
8,1,2000,-0.001837605
8,2,2000,-0.000937605
8,3,2000,-0.000837605
8,4,2000,-0.000537604
8,5,2000,-0.000137604
8,6,2000,6.24E-05
8,7,2000,-0.000337604
8,8,2000,-0.000537604
8,9,2000,6.24E-05
8,10,2000,0.000462396
8,11,2000,0.001062395
8,12,2000,0.001862396
8,13,2000,0.002362395
8,14,2000,0.002262395
8,15,2000,0.002362395
8,16,2000,0.003462395
8,17,2000,0.004662397
8,18,2000,0.005962396
8,19,2000,0.007162394
8,20,2000,0.007662395
8,21,2000,0.006862397
8,22,2000,0.007762397
8,23,2000,0.008762395
8,24,2000,0.011462396
8,25,2000,0.013462397
8,26,2000,0.015362395
8,27,2000,0.017362396
8,28,2000,0.019862397
8,29,2000,0.021162397
8,30,2000,0.023162397
8,31,2000,0.023262395
9,1,2000,0.024862396
9,2,2000,0.025862394
9,3,2000,0.027362397
9,4,2000,0.029162394
9,5,2000,0.030562396
9,6,2000,0.031662396
9,7,2000,0.033062397
9,8,2000,0.035862396
9,9,2000,0.037562395
9,10,2000,0.038362394
9,11,2000,0.039562399
9,12,2000,0.041662397
9,13,2000,0.042962397
9,14,2000,0.044162395
9,15,2000,0.044762398
9,16,2000,0.046162399
9,17,2000,0.046562398
9,18,2000,0.046062397
9,19,2000,0.047062399
9,20,2000,0.047662394
9,21,2000,0.047162393
9,22,2000,0.047162393
9,23,2000,0.047062399
9,24,2000,0.046562398
9,25,2000,0.045462395
9,26,2000,0.045662398
9,27,2000,0.045662398
9,28,2000,0.045462395
9,29,2000,0.045262399
9,30,2000,0.045862394
10,1,2000,0.045062395
10,2,2000,0.045262399
10,3,2000,0.045062395
10,4,2000,0.046462397
10,5,2000,0.045962396
10,6,2000,0.045362393
10,7,2000,0.045762392
10,8,2000,0.046462397
10,9,2000,0.047962392
10,10,2000,0.049062396
10,11,2000,0.049862394
10,12,2000,0.050962398
10,13,2000,0.050962398
10,14,2000,0.052062394
10,15,2000,0.054162393
10,16,2000,0.053162398
10,17,2000,0.053262392
10,18,2000,0.053862395
10,19,2000,0.056062395
10,20,2000,0.057062397
10,21,2000,0.056262399
10,22,2000,0.057062397
10,23,2000,0.055962393
10,24,2000,0.057062397
10,25,2000,0.057062397
10,26,2000,0.056262399
10,27,2000,0.057762394
10,28,2000,0.056962395
10,29,2000,0.056862394
10,30,2000,0.054662394
10,31,2000,0.056162397
11,1,2000,0.054862397
11,2,2000,0.054362396
11,3,2000,0.052762399
11,4,2000,0.053962397
11,5,2000,0.052962395
11,6,2000,0.051662395
11,7,2000,0.053862395
11,8,2000,0.048362399
11,9,2000,0.048562395
11,10,2000,0.045562396
11,11,2000,0.046362395
11,12,2000,0.044262397
11,13,2000,0.042562398
11,14,2000,0.040862399
11,15,2000,0.039762395
11,16,2000,0.038162398
11,17,2000,0.036162394
11,18,2000,0.034662394
11,19,2000,0.031362394
11,20,2000,0.029862395
11,21,2000,0.026862396
11,22,2000,0.024362395
11,23,2000,0.023462395
11,24,2000,0.020662396
11,25,2000,0.019162396
11,26,2000,0.017962395
11,27,2000,0.017062394
11,28,2000,0.015962394
11,29,2000,0.014862394
11,30,2000,0.014262395
12,1,2000,0.013962394
12,2,2000,0.014162397
12,3,2000,0.016362397
12,4,2000,0.015862396
12,5,2000,0.016562397
12,6,2000,0.015162396
12,7,2000,0.013462397
12,8,2000,0.012362397
12,9,2000,0.010862397
12,10,2000,0.010762396
12,11,2000,0.008162396
12,12,2000,0.006862397
12,13,2000,0.006462397
12,14,2000,0.002362395
12,15,2000,0.001862396
12,16,2000,0.000262395
12,17,2000,6.24E-05
12,18,2000,-0.000737605
12,19,2000,-0.000437604
12,20,2000,0.000162395
12,21,2000,-0.001237604
12,22,2000,-0.001537604
12,23,2000,-0.003937604
12,24,2000,-0.005537605
12,25,2000,-0.003537604
12,26,2000,-0.002237605
12,27,2000,-0.001037605
12,28,2000,-0.000937605
12,29,2000,-0.000137604
12,30,2000,0.000362395
12,31,2000,6.24E-05
1,1,2001,0.000762396
1,2,2001,0.001062395
1,3,2001,-0.002337604
1,4,2001,-0.004637604
1,5,2001,-0.006237605
1,6,2001,-0.010637605
1,7,2001,-0.013637605
1,8,2001,-0.017937604
1,9,2001,-0.021137605
1,10,2001,-0.023737604
1,11,2001,-0.025637604
1,12,2001,-0.029037604
1,13,2001,-0.033037604
1,14,2001,-0.036437604
1,15,2001,-0.038237605
1,16,2001,-0.039837604
1,17,2001,-0.042437604
1,18,2001,-0.048137605
1,19,2001,-0.048137605
1,20,2001,-0.050537604
1,21,2001,-0.051337605
1,22,2001,-0.050237605
1,23,2001,-0.051037604
1,24,2001,-0.051037604
1,25,2001,-0.047637604
1,26,2001,-0.046537604
1,27,2001,-0.043137604
1,28,2001,-0.041937604
1,29,2001,-0.043237604
1,30,2001,-0.041937604
1,31,2001,-0.041537605
2,1,2001,-0.042837605
2,2,2001,-0.045337604
2,3,2001,-0.048437604
2,4,2001,-0.049437604
2,5,2001,-0.049437604
2,6,2001,-0.050337605
2,7,2001,-0.051437605
2,8,2001,-0.052137604
2,9,2001,-0.054237604
2,10,2001,-0.054637605
2,11,2001,-0.056037604
2,12,2001,-0.054737605
2,13,2001,-0.054137604
2,14,2001,-0.054137604
2,15,2001,-0.053037604
2,16,2001,-0.053137604
2,17,2001,-0.054937604
2,18,2001,-0.055037604
2,19,2001,-0.052737604
2,20,2001,-0.053037604
2,21,2001,-0.052737604
2,22,2001,-0.051437605
2,23,2001,-0.050037605
2,24,2001,-0.048337604
2,25,2001,-0.046937605
2,26,2001,-0.044737605
2,27,2001,-0.042737605
2,28,2001,-0.041637605
3,1,2001,-0.040437605
3,2,2001,-0.039237604
3,3,2001,-0.036637605
3,4,2001,-0.035437604
3,5,2001,-0.034137604
3,6,2001,-0.032037604
3,7,2001,-0.029137604
3,8,2001,-0.026937604
3,9,2001,-0.024937604
3,10,2001,-0.023737604
3,11,2001,-0.022637604
3,12,2001,-0.020637604
3,13,2001,-0.017637604
3,14,2001,-0.015137604
3,15,2001,-0.013537604
3,16,2001,-0.011437604
3,17,2001,-0.009337604
3,18,2001,-0.007337605
3,19,2001,-0.006237605
3,20,2001,-0.004737604
3,21,2001,-0.002937605
3,22,2001,-0.001637604
3,23,2001,-0.001337604
3,24,2001,0.000362395
3,25,2001,0.000362395
3,26,2001,0.000562396
3,27,2001,-0.000237604
3,28,2001,-0.001037605
3,29,2001,-0.000637604
3,30,2001,-0.001737604
3,31,2001,-0.002637604
4,1,2001,-0.004237605
4,2,2001,-0.005437605
4,3,2001,-0.005637604
4,4,2001,-0.004737604
4,5,2001,-0.006537605
4,6,2001,-0.007137604
4,7,2001,-0.007337605
4,8,2001,-0.008737605
4,9,2001,-0.009137604
4,10,2001,-0.010437604
4,11,2001,-0.011637603
4,12,2001,-0.012837604
4,13,2001,-0.011637603
4,14,2001,-0.012837604
4,15,2001,-0.013037605
4,16,2001,-0.015037604
4,17,2001,-0.015737604
4,18,2001,-0.015437604
4,19,2001,-0.015337605
4,20,2001,-0.015737604
4,21,2001,-0.016437605
4,22,2001,-0.017937604
4,23,2001,-0.017637604
4,24,2001,-0.018237604
4,25,2001,-0.018337604
4,26,2001,-0.018437604
4,27,2001,-0.018737604
4,28,2001,-0.018837604
4,29,2001,-0.019937604
4,30,2001,-0.019737605
5,1,2001,-0.019637605
5,2,2001,-0.020537604
5,3,2001,-0.018137605
5,4,2001,-0.017337604
5,5,2001,-0.015637604
5,6,2001,-0.015137604
5,7,2001,-0.013937604
5,8,2001,-0.012737604
5,9,2001,-0.012137605
5,10,2001,-0.011737605
5,11,2001,-0.011537604
5,12,2001,-0.009237604
5,13,2001,-0.008737605
5,14,2001,-0.008037604
5,15,2001,-0.007137604
5,16,2001,-0.005737604
5,17,2001,-0.004737604
5,18,2001,-0.004537604
5,19,2001,-0.004337605
5,20,2001,-0.003337605
5,21,2001,-0.003437604
5,22,2001,-0.004237605
5,23,2001,-0.004137605
5,24,2001,-0.005937604
5,25,2001,-0.005037604
5,26,2001,-0.004137605
5,27,2001,-0.005537605
5,28,2001,-0.003737604
5,29,2001,-0.003937604
5,30,2001,-0.004137605
5,31,2001,-0.003537604
6,1,2001,-0.002837604
6,2,2001,-0.004037605
6,3,2001,-0.005137605
6,4,2001,-0.004637604
6,5,2001,-0.004537604
6,6,2001,-0.003537604
6,7,2001,-0.005437605
6,8,2001,-0.006437605
6,9,2001,-0.005837604
6,10,2001,-0.004437605
6,11,2001,-0.002737604
6,12,2001,-0.002537604
6,13,2001,-0.002337604
6,14,2001,-0.000937605
6,15,2001,-0.002837604
6,16,2001,-0.002237605
6,17,2001,-0.001937605
6,18,2001,-0.001637604
6,19,2001,-0.000937605
6,20,2001,0.000862396
6,21,2001,0.002162395
6,22,2001,0.004162396
6,23,2001,0.004762395
6,24,2001,0.007162394
6,25,2001,0.009662396
6,26,2001,0.011862396
6,27,2001,0.014662395
6,28,2001,0.016962396
6,29,2001,0.019762395
6,30,2001,0.021762396
7,1,2001,0.024062397
7,2,2001,0.027862395
7,3,2001,0.030062395
7,4,2001,0.031162395
7,5,2001,0.033062397
7,6,2001,0.032662394
7,7,2001,0.033462396
7,8,2001,0.033662396
7,9,2001,0.032962395
7,10,2001,0.035262393
7,11,2001,0.036462399
7,12,2001,0.037162396
7,13,2001,0.037662397
7,14,2001,0.037462393
7,15,2001,0.037262397
7,16,2001,0.038762393
7,17,2001,0.038762393
7,18,2001,0.041162396
7,19,2001,0.043862397
7,20,2001,0.046362395
7,21,2001,0.048062394
7,22,2001,0.051062392
7,23,2001,0.053462396
7,24,2001,0.055062393
7,25,2001,0.058362397
7,26,2001,0.060862394
7,27,2001,0.063062394
7,28,2001,0.063762399
7,29,2001,0.065562392
7,30,2001,0.067962395
7,31,2001,0.070062394
8,1,2001,0.069462398
8,2,2001,0.069862398
8,3,2001,0.070662396
8,4,2001,0.070462393
8,5,2001,0.070062394
8,6,2001,0.069362397
8,7,2001,0.069762396
8,8,2001,0.069262395
8,9,2001,0.068362395
8,10,2001,0.068062397
8,11,2001,0.066962393
8,12,2001,0.066562394
8,13,2001,0.067862394
8,14,2001,0.068462396
8,15,2001,0.068162399
8,16,2001,0.069862398
8,17,2001,0.070762398
8,18,2001,0.073562393
8,19,2001,0.074762399
8,20,2001,0.076462398
8,21,2001,0.077562394
8,22,2001,0.079562398
8,23,2001,0.080862398
8,24,2001,0.082262399
8,25,2001,0.084162394
8,26,2001,0.085562395
8,27,2001,0.086362394
8,28,2001,0.088662396
8,29,2001,0.089762392
8,30,2001,0.089962395
8,31,2001,0.091862398
9,1,2001,0.093062396
9,2,2001,0.094062398
9,3,2001,0.094362395
9,4,2001,0.095362397
9,5,2001,0.097162398
9,6,2001,0.099262396
9,7,2001,0.101362402
9,8,2001,0.103562395
9,9,2001,0.104462395
9,10,2001,0.10596239
9,11,2001,0.107562403
9,12,2001,0.1091624
9,13,2001,0.109862397
9,14,2001,0.11036239
9,15,2001,0.111962403
9,16,2001,0.11386239
9,17,2001,0.115962396
9,18,2001,0.116662393
9,19,2001,0.120262394
9,20,2001,0.120662401
9,21,2001,0.120062391
9,22,2001,0.120762403
9,23,2001,0.120462397
9,24,2001,0.121562401
9,25,2001,0.120962391
9,26,2001,0.120962391
9,27,2001,0.120362396
9,28,2001,0.119062389
9,29,2001,0.118762399
9,30,2001,0.117762396
10,1,2001,0.115862394
10,2,2001,0.113162393
10,3,2001,0.110462392
10,4,2001,0.110162402
10,5,2001,0.110662396
10,6,2001,0.110962401
10,7,2001,0.111462394
10,8,2001,0.113362397
10,9,2001,0.114262397
10,10,2001,0.116062398
10,11,2001,0.117462391
10,12,2001,0.119362394
10,13,2001,0.120262394
10,14,2001,0.124062399
10,15,2001,0.125762398
10,16,2001,0.127462397
10,17,2001,0.129262397
10,18,2001,0.134462396
10,19,2001,0.137462402
10,20,2001,0.140062401
10,21,2001,0.141562397
10,22,2001,0.143662403
10,23,2001,0.146862397
10,24,2001,0.149262393
10,25,2001,0.151162396
10,26,2001,0.151462401
10,27,2001,0.153562392
10,28,2001,0.152762393
10,29,2001,0.152662391
10,30,2001,0.151162396
10,31,2001,0.14996239
11,1,2001,0.147662396
11,2,2001,0.147362391
11,3,2001,0.143062393
11,4,2001,0.140062401
11,5,2001,0.138462389
11,6,2001,0.136062393
11,7,2001,0.132862399
11,8,2001,0.129462401
11,9,2001,0.127162392
11,10,2001,0.124562392
11,11,2001,0.122062395
11,12,2001,0.119962389
11,13,2001,0.117162401
11,14,2001,0.116962398
11,15,2001,0.113362397
11,16,2001,0.110462392
11,17,2001,0.1091624
11,18,2001,0.107462401
11,19,2001,0.106862391
11,20,2001,0.103662396
11,21,2001,0.102362389
11,22,2001,0.100262398
11,23,2001,0.096262398
11,24,2001,0.094062398
11,25,2001,0.093362393
11,26,2001,0.092362399
11,27,2001,0.089162397
11,28,2001,0.086862395
11,29,2001,0.083162392
11,30,2001,0.079862396
12,1,2001,0.076462398
12,2,2001,0.072962398
12,3,2001,0.069562393
12,4,2001,0.065062398
12,5,2001,0.061262394
12,6,2001,0.057862396
12,7,2001,0.053162398
12,8,2001,0.050762395
12,9,2001,0.047962392
12,10,2001,0.042562398
12,11,2001,0.038562397
12,12,2001,0.034262395
12,13,2001,0.032362396
12,14,2001,0.030962395
12,15,2001,0.029962397
12,16,2001,0.028562395
12,17,2001,0.027062396
12,18,2001,0.027462395
12,19,2001,0.026562395
12,20,2001,0.025362397
12,21,2001,0.024062397
12,22,2001,0.024162395
12,23,2001,0.019462394
12,24,2001,0.018062396
12,25,2001,0.019262394
12,26,2001,0.019062395
12,27,2001,0.018562397
12,28,2001,0.018962397
12,29,2001,0.018862395
12,30,2001,0.020362394
12,31,2001,0.020862395
1,1,2002,0.023262395
1,2,2002,0.023962396
1,3,2002,0.023762396
1,4,2002,0.024962394
1,5,2002,0.024662396
1,6,2002,0.027462395
1,7,2002,0.026362395
1,8,2002,0.026762395
1,9,2002,0.027162394
1,10,2002,0.026762395
1,11,2002,0.025262395
1,12,2002,0.025562397
1,13,2002,0.025062396
1,14,2002,0.025162397
1,15,2002,0.025062396
1,16,2002,0.023962396
1,17,2002,0.024562395
1,18,2002,0.024962394
1,19,2002,0.024062397
1,20,2002,0.023862394
1,21,2002,0.024762394
1,22,2002,0.024162395
1,23,2002,0.022262397
1,24,2002,0.021362396
1,25,2002,0.021262395
1,26,2002,0.022162395
1,27,2002,0.021862397
1,28,2002,0.020762397
1,29,2002,0.020562394
1,30,2002,0.020562394
1,31,2002,0.020362394
2,1,2002,0.020262396
2,2,2002,0.019762395
2,3,2002,0.017962395
2,4,2002,0.019262394
2,5,2002,0.018362394
2,6,2002,0.018162394
2,7,2002,0.015962394
2,8,2002,0.015062394
2,9,2002,0.013962394
2,10,2002,0.011762394
2,11,2002,0.010762396
2,12,2002,0.008162396
2,13,2002,0.006762395
2,14,2002,0.005962396
2,15,2002,0.005562397
2,16,2002,0.005662395
2,17,2002,0.004262397
2,18,2002,0.002862396
2,19,2002,0.002262395
2,20,2002,0.001562396
2,21,2002,0.001162395
2,22,2002,0.001162395
2,23,2002,-0.000937605
2,24,2002,-0.000837605
2,25,2002,-0.002137605
2,26,2002,-0.003037605
2,27,2002,-0.002937605
2,28,2002,-0.003837604
3,1,2002,-0.006037604
3,2,2002,-0.008137604
3,3,2002,-0.009837605
3,4,2002,-0.011337604
3,5,2002,-0.013437604
3,6,2002,-0.014537604
3,7,2002,-0.015737604
3,8,2002,-0.015737604
3,9,2002,-0.015837605
3,10,2002,-0.017337604
3,11,2002,-0.018937604
3,12,2002,-0.017937604
3,13,2002,-0.017337604
3,14,2002,-0.017037605
3,15,2002,-0.017237604
3,16,2002,-0.016237604
3,17,2002,-0.014437604
3,18,2002,-0.013537604
3,19,2002,-0.013637605
3,20,2002,-0.013237604
3,21,2002,-0.011837605
3,22,2002,-0.011437604
3,23,2002,-0.010037604
3,24,2002,-0.007337605
3,25,2002,-0.007237604
3,26,2002,-0.005737604
3,27,2002,-0.005337605
3,28,2002,-0.005337605
3,29,2002,-0.005037604
3,30,2002,-0.004437605
3,31,2002,-0.004137605
4,1,2002,-0.005237605
4,2,2002,-0.005137605
4,3,2002,-0.005637604
4,4,2002,-0.005337605
4,5,2002,-0.006037604
4,6,2002,-0.007337605
4,7,2002,-0.007637605
4,8,2002,-0.007537605
4,9,2002,-0.007037604
4,10,2002,-0.007037604
4,11,2002,-0.007837604
4,12,2002,-0.005337605
4,13,2002,-0.006537605
4,14,2002,-0.003437604
4,15,2002,-0.004337605
4,16,2002,-0.004937604
4,17,2002,-0.006037604
4,18,2002,-0.005637604
4,19,2002,-0.004837604
4,20,2002,-0.004137605
4,21,2002,-0.003537604
4,22,2002,-0.002337604
4,23,2002,-0.003337605
4,24,2002,-0.003837604
4,25,2002,-0.004437605
4,26,2002,-0.006137604
4,27,2002,-0.004837604
4,28,2002,-0.004637604
4,29,2002,-0.008837605
4,30,2002,-0.008637605
5,1,2002,-0.011137604
5,2,2002,-0.012137605
5,3,2002,-0.013237604
5,4,2002,-0.014437604
5,5,2002,-0.015337605
5,6,2002,-0.016037604
5,7,2002,-0.017037605
5,8,2002,-0.016137604
5,9,2002,-0.016137604
5,10,2002,-0.015637604
5,11,2002,-0.015637604
5,12,2002,-0.013437604
5,13,2002,-0.011237604
5,14,2002,-0.008937604
5,15,2002,-0.005437605
5,16,2002,-0.001837605
5,17,2002,0.001062395
5,18,2002,0.006162396
5,19,2002,0.009262396
5,20,2002,0.011762394
5,21,2002,0.015762395
5,22,2002,0.018462396
5,23,2002,0.020962397
5,24,2002,0.022862396
5,25,2002,0.025662395
5,26,2002,0.027662395
5,27,2002,0.027362397
5,28,2002,0.028162396
5,29,2002,0.029062396
5,30,2002,0.029962397
5,31,2002,0.030162396
6,1,2002,0.030762395
6,2,2002,0.030662397
6,3,2002,0.029962397
6,4,2002,0.030262394
6,5,2002,0.030662397
6,6,2002,0.028062394
6,7,2002,0.026962394
6,8,2002,0.026662397
6,9,2002,0.025362397
6,10,2002,0.025062396
6,11,2002,0.024262397
6,12,2002,0.024262397
6,13,2002,0.024362395
6,14,2002,0.024362395
6,15,2002,0.023862394
6,16,2002,0.024962394
6,17,2002,0.024662396
6,18,2002,0.025562397
6,19,2002,0.027062396
6,20,2002,0.027362397
6,21,2002,0.028462397
6,22,2002,0.029562397
6,23,2002,0.031062397
6,24,2002,0.031662396
6,25,2002,0.033062397
6,26,2002,0.034962396
6,27,2002,0.036362397
6,28,2002,0.037462393
6,29,2002,0.038962396
6,30,2002,0.040362398
7,1,2002,0.040962393
7,2,2002,0.043162393
7,3,2002,0.043862397
7,4,2002,0.044962393
7,5,2002,0.047362397
7,6,2002,0.047862398
7,7,2002,0.048562395
7,8,2002,0.049262399
7,9,2002,0.050062398
7,10,2002,0.050662393
7,11,2002,0.050962398
7,12,2002,0.050962398
7,13,2002,0.051562393
7,14,2002,0.052562395
7,15,2002,0.053262392
7,16,2002,0.053762393
7,17,2002,0.054662394
7,18,2002,0.055762398
7,19,2002,0.057362395
7,20,2002,0.059662396
7,21,2002,0.060862394
7,22,2002,0.063362392
7,23,2002,0.063962395
7,24,2002,0.063762399
7,25,2002,0.065462398
7,26,2002,0.067962395
7,27,2002,0.070762398
7,28,2002,0.073562393
7,29,2002,0.075562397
7,30,2002,0.076262394
7,31,2002,0.076962399
8,1,2002,0.078562396
8,2,2002,0.079862396
8,3,2002,0.080762396
8,4,2002,0.081662396
8,5,2002,0.083362395
8,6,2002,0.085062394
8,7,2002,0.086662399
8,8,2002,0.087262394
8,9,2002,0.088262396
8,10,2002,0.089262398
8,11,2002,0.090262393
8,12,2002,0.092962394
8,13,2002,0.093662398
8,14,2002,0.095062392
8,15,2002,0.096862393
8,16,2002,0.098562399
8,17,2002,0.098662401
8,18,2002,0.098862389
8,19,2002,0.098562399
8,20,2002,0.097862402
8,21,2002,0.097562397
8,22,2002,0.097762401
8,23,2002,0.096662397
8,24,2002,0.097062396
8,25,2002,0.095362397
8,26,2002,0.094962398
8,27,2002,0.092662396
8,28,2002,0.091562393
8,29,2002,0.091562393
8,30,2002,0.090862396
8,31,2002,0.090762394
9,1,2002,0.089562396
9,2,2002,0.089462394
9,3,2002,0.088662396
9,4,2002,0.089362393
9,5,2002,0.090262393
9,6,2002,0.090862396
9,7,2002,0.089362393
9,8,2002,0.089962395
9,9,2002,0.090862396
9,10,2002,0.091162393
9,11,2002,0.090162399
9,12,2002,0.090962397
9,13,2002,0.090862396
9,14,2002,0.090962397
9,15,2002,0.091562393
9,16,2002,0.091362397
9,17,2002,0.091962392
9,18,2002,0.092262397
9,19,2002,0.092062394
9,20,2002,0.091762396
9,21,2002,0.091862398
9,22,2002,0.091962392
9,23,2002,0.090962397
9,24,2002,0.090862396
9,25,2002,0.090162399
9,26,2002,0.090862396
9,27,2002,0.092462393
9,28,2002,0.092862392
9,29,2002,0.093062396
9,30,2002,0.094162392
10,1,2002,0.095262396
10,2,2002,0.097462396
10,3,2002,0.098362396
10,4,2002,0.101862396
10,5,2002,0.104862402
10,6,2002,0.107462401
10,7,2002,0.109262402
10,8,2002,0.112862403
10,9,2002,0.115562389
10,10,2002,0.117262403
10,11,2002,0.119862402
10,12,2002,0.1214624
10,13,2002,0.121562401
10,14,2002,0.122562388
10,15,2002,0.124062399
10,16,2002,0.125662396
10,17,2002,0.126862402
10,18,2002,0.127562398
10,19,2002,0.128162394
10,20,2002,0.126962388
10,21,2002,0.128662402
10,22,2002,0.128462399
10,23,2002,0.129862393
10,24,2002,0.131062398
10,25,2002,0.133562396
10,26,2002,0.134562398
10,27,2002,0.13676239
10,28,2002,0.137962396
10,29,2002,0.138562391
10,30,2002,0.138162399
10,31,2002,0.137962396
11,1,2002,0.138462389
11,2,2002,0.137162397
11,3,2002,0.135062391
11,4,2002,0.134262393
11,5,2002,0.134062389
11,6,2002,0.131062398
11,7,2002,0.126362393
11,8,2002,0.121962393
11,9,2002,0.118962402
11,10,2002,0.11476239
11,11,2002,0.111662398
11,12,2002,0.107062394
11,13,2002,0.106262396
11,14,2002,0.102662394
11,15,2002,0.099362398
11,16,2002,0.099562401
11,17,2002,0.097062396
11,18,2002,0.096862393
11,19,2002,0.094862396
11,20,2002,0.093062396
11,21,2002,0.090962397
11,22,2002,0.089962395
11,23,2002,0.089962395
11,24,2002,0.089862394
11,25,2002,0.090062397
11,26,2002,0.089462394
11,27,2002,0.087862397
11,28,2002,0.086962397
11,29,2002,0.086662399
11,30,2002,0.084762397
12,1,2002,0.082062396
12,2,2002,0.080362397
12,3,2002,0.075762393
12,4,2002,0.070962394
12,5,2002,0.066462392
12,6,2002,0.061262394
12,7,2002,0.054862397
12,8,2002,0.048562395
12,9,2002,0.042462396
12,10,2002,0.035362395
12,11,2002,0.028562395
12,12,2002,0.023162397
12,13,2002,0.016862395
12,14,2002,0.012962396
12,15,2002,0.007362394
12,16,2002,0.004062394
12,17,2002,-0.000937605
12,18,2002,-0.008337604
12,19,2002,-0.013637605
12,20,2002,-0.017637604
12,21,2002,-0.020137604
12,22,2002,-0.022737604
12,23,2002,-0.026037604
12,24,2002,-0.025837604
12,25,2002,-0.026037604
12,26,2002,-0.026137604
12,27,2002,-0.026337604
12,28,2002,-0.023937604
12,29,2002,-0.021137605
12,30,2002,-0.017037605
12,31,2002,-0.014737605
1,1,2003,-0.011837605
1,2,2003,-0.007737605
1,3,2003,-0.004537604
1,4,2003,-0.001137605
1,5,2003,0.003262395
1,6,2003,0.006962395
1,7,2003,0.010662394
1,8,2003,0.013362395
1,9,2003,0.015762395
1,10,2003,0.016762397
1,11,2003,0.018062396
1,12,2003,0.017462397
1,13,2003,0.018962397
1,14,2003,0.020562394
1,15,2003,0.021462394
1,16,2003,0.022262397
1,17,2003,0.026062394
1,18,2003,0.027162394
1,19,2003,0.027262396
1,20,2003,0.029962397
1,21,2003,0.028862397
1,22,2003,0.030762395
1,23,2003,0.031962397
1,24,2003,0.033962397
1,25,2003,0.035562398
1,26,2003,0.037362399
1,27,2003,0.039162392
1,28,2003,0.040762397
1,29,2003,0.043162393
1,30,2003,0.043962399
1,31,2003,0.046462397
2,1,2003,0.046262393
2,2,2003,0.046462397
2,3,2003,0.048762398
2,4,2003,0.049262399
2,5,2003,0.050662393
2,6,2003,0.049962396
2,7,2003,0.050562399
2,8,2003,0.050762395
2,9,2003,0.050362395
2,10,2003,0.049762393
2,11,2003,0.048662397
2,12,2003,0.047362397
2,13,2003,0.045262399
2,14,2003,0.044362398
2,15,2003,0.042562398
